"n","error","cell","rep","method","fdr","tpr","fpr05","n_rej"
100,"t3","alt",2,"ols",0,0.96,0.0511111111111111,48
100,"t3","alt",2,"modt",0,0.98,0.0533333333333333,49
100,"t3","alt",2,"hc3",0,0.98,0.0377777777777778,49
100,"t3","alt",2,"modhc3",0,0.98,0.0377777777777778,49
100,"t3","alt",3,"ols",0.06,0.94,0.0555555555555556,50
100,"t3","alt",3,"modt",0.06,0.94,0.0533333333333333,50
100,"t3","alt",3,"hc3",0.06,0.94,0.0488888888888889,50
100,"t3","alt",3,"modhc3",0.06,0.94,0.0533333333333333,50
100,"t3","alt",4,"ols",0.0416666666666667,0.92,0.0444444444444444,48
100,"t3","alt",4,"modt",0.0416666666666667,0.92,0.0466666666666667,48
100,"t3","alt",4,"hc3",0.0416666666666667,0.92,0.0488888888888889,48
100,"t3","alt",4,"modhc3",0.0416666666666667,0.92,0.0488888888888889,48
100,"t3","alt",5,"ols",0.0769230769230769,0.96,0.0488888888888889,52
100,"t3","alt",5,"modt",0.0769230769230769,0.96,0.0466666666666667,52
100,"t3","alt",5,"hc3",0.04,0.96,0.0444444444444444,50
100,"t3","alt",5,"modhc3",0.0392156862745098,0.98,0.0444444444444444,51
100,"t3","alt",6,"ols",0.0612244897959184,0.92,0.0533333333333333,49
100,"t3","alt",6,"modt",0.0612244897959184,0.92,0.0533333333333333,49
100,"t3","alt",6,"hc3",0.0217391304347826,0.9,0.0377777777777778,46
100,"t3","alt",6,"modhc3",0.0217391304347826,0.9,0.0377777777777778,46
100,"t3","alt",7,"ols",0.04,0.96,0.0444444444444444,50
100,"t3","alt",7,"modt",0.04,0.96,0.0444444444444444,50
100,"t3","alt",7,"hc3",0.0588235294117647,0.96,0.04,51
100,"t3","alt",7,"modhc3",0.0392156862745098,0.98,0.04,51
100,"t3","alt",8,"ols",0,0.94,0.04,47
100,"t3","alt",8,"modt",0,0.94,0.0355555555555556,47
100,"t3","alt",8,"hc3",0,0.96,0.0288888888888889,48
100,"t3","alt",8,"modhc3",0,0.96,0.0288888888888889,48
100,"t3","alt",9,"ols",0.0212765957446809,0.92,0.0488888888888889,47
100,"t3","alt",9,"modt",0.0212765957446809,0.92,0.0466666666666667,47
100,"t3","alt",9,"hc3",0.0217391304347826,0.9,0.0422222222222222,46
100,"t3","alt",9,"modhc3",0.0217391304347826,0.9,0.04,46
100,"t3","alt",10,"ols",0,0.96,0.0244444444444444,48
100,"t3","alt",10,"modt",0,0.96,0.0266666666666667,48
100,"t3","alt",10,"hc3",0,0.96,0.0244444444444444,48
100,"t3","alt",10,"modhc3",0,0.96,0.0244444444444444,48
100,"t3","alt",11,"ols",0.0196078431372549,1,0.0577777777777778,51
100,"t3","alt",11,"modt",0.0196078431372549,1,0.0555555555555556,51
100,"t3","alt",11,"hc3",0.02,0.98,0.0511111111111111,50
100,"t3","alt",11,"modhc3",0.02,0.98,0.0466666666666667,50
100,"t3","alt",12,"ols",0.0408163265306122,0.94,0.0577777777777778,49
100,"t3","alt",12,"modt",0.0408163265306122,0.94,0.0577777777777778,49
100,"t3","alt",12,"hc3",0.0416666666666667,0.92,0.0511111111111111,48
100,"t3","alt",12,"modhc3",0.0416666666666667,0.92,0.0511111111111111,48
100,"t3","alt",13,"ols",0.0408163265306122,0.94,0.0511111111111111,49
100,"t3","alt",13,"modt",0.0408163265306122,0.94,0.0555555555555556,49
100,"t3","alt",13,"hc3",0.0217391304347826,0.9,0.06,46
100,"t3","alt",13,"modhc3",0.0217391304347826,0.9,0.06,46
100,"t3","alt",14,"ols",0.02,0.98,0.0444444444444444,50
100,"t3","alt",14,"modt",0.02,0.98,0.0422222222222222,50
100,"t3","alt",14,"hc3",0.02,0.98,0.0444444444444444,50
100,"t3","alt",14,"modhc3",0.02,0.98,0.04,50
100,"t3","alt",15,"ols",0,0.94,0.0311111111111111,47
100,"t3","alt",15,"modt",0,0.94,0.0311111111111111,47
100,"t3","alt",15,"hc3",0,0.96,0.0244444444444444,48
100,"t3","alt",15,"modhc3",0,0.96,0.0244444444444444,48
10,"contam","alt",1,"ols",0,0,0.0577777777777778,0
10,"contam","alt",1,"modt",0,0,0.04,0
10,"contam","alt",1,"hc3",0,0,0.0266666666666667,0
10,"contam","alt",1,"modhc3",0,0,0.02,0
10,"contam","alt",2,"ols",1,0,0.0266666666666667,1
10,"contam","alt",2,"modt",0,0,0.0244444444444444,0
10,"contam","alt",2,"hc3",1,0,0.0133333333333333,1
10,"contam","alt",2,"modhc3",0,0,0.0133333333333333,0
10,"contam","alt",3,"ols",0,0,0.0422222222222222,0
10,"contam","alt",3,"modt",0,0,0.0355555555555556,0
10,"contam","alt",3,"hc3",0,0,0.0311111111111111,0
10,"contam","alt",3,"modhc3",0,0,0.0266666666666667,0
10,"contam","alt",4,"ols",0,0,0.0577777777777778,0
10,"contam","alt",4,"modt",0,0,0.0488888888888889,0
10,"contam","alt",4,"hc3",0,0,0.0288888888888889,0
10,"contam","alt",4,"modhc3",0,0,0.0222222222222222,0
10,"contam","alt",5,"ols",0,0,0.0555555555555556,0
10,"contam","alt",5,"modt",0,0,0.06,0
10,"contam","alt",5,"hc3",0,0,0.0333333333333333,0
10,"contam","alt",5,"modhc3",0,0,0.0244444444444444,0
10,"contam","alt",6,"ols",0,0,0.0666666666666667,0
10,"contam","alt",6,"modt",0,0,0.0688888888888889,0
10,"contam","alt",6,"hc3",0,0.02,0.0422222222222222,1
10,"contam","alt",6,"modhc3",0,0,0.0311111111111111,0
10,"contam","alt",7,"ols",0,0,0.0622222222222222,0
10,"contam","alt",7,"modt",0,0,0.0577777777777778,0
10,"contam","alt",7,"hc3",0,0,0.0377777777777778,0
10,"contam","alt",7,"modhc3",0,0,0.0266666666666667,0
10,"contam","alt",8,"ols",0,0,0.0444444444444444,0
10,"contam","alt",8,"modt",0,0,0.06,0
10,"contam","alt",8,"hc3",0,0,0.0266666666666667,0
10,"contam","alt",8,"modhc3",0,0,0.0177777777777778,0
10,"contam","alt",9,"ols",0,0,0.0333333333333333,0
10,"contam","alt",9,"modt",0,0,0.0377777777777778,0
10,"contam","alt",9,"hc3",0,0,0.0222222222222222,0
10,"contam","alt",9,"modhc3",0,0,0.0155555555555556,0
10,"contam","alt",10,"ols",0,0,0.0311111111111111,0
10,"contam","alt",10,"modt",0,0,0.0466666666666667,0
10,"contam","alt",10,"hc3",0,0,0.0244444444444444,0
10,"contam","alt",10,"modhc3",0,0,0.0266666666666667,0
10,"contam","alt",11,"ols",0,0,0.0644444444444444,0
10,"contam","alt",11,"modt",0,0,0.0733333333333333,0
10,"contam","alt",11,"hc3",0,0,0.0222222222222222,0
10,"contam","alt",11,"modhc3",0,0.02,0.0244444444444444,1
10,"contam","alt",12,"ols",0,0,0.0777777777777778,0
10,"contam","alt",12,"modt",0,0,0.0688888888888889,0
10,"contam","alt",12,"hc3",0,0,0.0266666666666667,0
10,"contam","alt",12,"modhc3",0,0,0.0311111111111111,0
10,"contam","alt",13,"ols",0,0,0.04,0
10,"contam","alt",13,"modt",0,0,0.0488888888888889,0
10,"contam","alt",13,"hc3",0,0,0.0177777777777778,0
10,"contam","alt",13,"modhc3",0,0,0.0222222222222222,0
10,"contam","alt",14,"ols",0,0,0.0355555555555556,0
10,"contam","alt",14,"modt",0,0,0.0466666666666667,0
10,"contam","alt",14,"hc3",0,0,0.02,0
10,"contam","alt",14,"modhc3",0,0,0.0244444444444444,0
10,"contam","alt",15,"ols",0,0,0.0511111111111111,0
10,"contam","alt",15,"modt",0,0.02,0.0377777777777778,1
10,"contam","alt",15,"hc3",0,0,0.0288888888888889,0
10,"contam","alt",15,"modhc3",0,0,0.02,0
20,"contam","alt",1,"ols",0,0,0.0622222222222222,0
20,"contam","alt",1,"modt",0,0,0.0644444444444444,0
20,"contam","alt",1,"hc3",0,0.04,0.04,2
20,"contam","alt",1,"modhc3",0,0.04,0.0377777777777778,2
20,"contam","alt",2,"ols",0,0,0.0444444444444444,0
20,"contam","alt",2,"modt",0,0,0.0422222222222222,0
20,"contam","alt",2,"hc3",0,0,0.0311111111111111,0
20,"contam","alt",2,"modhc3",0,0,0.0288888888888889,0
20,"contam","alt",3,"ols",0,0,0.04,0
20,"contam","alt",3,"modt",0,0,0.0466666666666667,0
20,"contam","alt",3,"hc3",0,0,0.04,0
20,"contam","alt",3,"modhc3",0,0,0.0355555555555556,0
20,"contam","alt",4,"ols",0,0.1,0.04,5
20,"contam","alt",4,"modt",0,0.12,0.04,6
20,"contam","alt",4,"hc3",0,0.04,0.0288888888888889,2
20,"contam","alt",4,"modhc3",0,0.08,0.0266666666666667,4
20,"contam","alt",5,"ols",0.25,0.06,0.0577777777777778,4
20,"contam","alt",5,"modt",0,0.04,0.0577777777777778,2
20,"contam","alt",5,"hc3",0.333333333333333,0.04,0.04,3
20,"contam","alt",5,"modhc3",0,0.04,0.04,2
20,"contam","alt",6,"ols",0.111111111111111,0.16,0.0466666666666667,9
20,"contam","alt",6,"modt",0,0.02,0.0466666666666667,1
20,"contam","alt",6,"hc3",0,0.1,0.02,5
20,"contam","alt",6,"modhc3",0,0.1,0.0222222222222222,5
20,"contam","alt",7,"ols",0,0.16,0.0422222222222222,8
20,"contam","alt",7,"modt",0,0.14,0.0377777777777778,7
20,"contam","alt",7,"hc3",0,0.1,0.0244444444444444,5
20,"contam","alt",7,"modhc3",0,0,0.0311111111111111,0
20,"contam","alt",8,"ols",0,0.02,0.0577777777777778,1
20,"contam","alt",8,"modt",0,0,0.0466666666666667,0
20,"contam","alt",8,"hc3",0,0.02,0.0488888888888889,1
20,"contam","alt",8,"modhc3",0,0.02,0.0422222222222222,1
20,"contam","alt",9,"ols",0,0.08,0.0555555555555556,4
20,"contam","alt",9,"modt",0,0.08,0.0511111111111111,4
20,"contam","alt",9,"hc3",0,0.04,0.04,2
20,"contam","alt",9,"modhc3",0,0.06,0.0377777777777778,3
20,"contam","alt",10,"ols",0,0.14,0.0288888888888889,7
20,"contam","alt",10,"modt",0,0.12,0.0311111111111111,6
20,"contam","alt",10,"hc3",0,0.14,0.0177777777777778,7
20,"contam","alt",10,"modhc3",0,0.08,0.0177777777777778,4
20,"contam","alt",11,"ols",0,0.04,0.04,2
20,"contam","alt",11,"modt",0,0.02,0.0377777777777778,1
20,"contam","alt",11,"hc3",0,0.02,0.0311111111111111,1
20,"contam","alt",11,"modhc3",0,0.02,0.0311111111111111,1
20,"contam","alt",12,"ols",0,0.08,0.0377777777777778,4
20,"contam","alt",12,"modt",0,0.1,0.0377777777777778,5
20,"contam","alt",12,"hc3",0,0.14,0.0266666666666667,7
20,"contam","alt",12,"modhc3",0,0.12,0.0266666666666667,6
20,"contam","alt",13,"ols",0,0,0.0533333333333333,0
20,"contam","alt",13,"modt",0,0,0.0577777777777778,0
20,"contam","alt",13,"hc3",0,0,0.0377777777777778,0
20,"contam","alt",13,"modhc3",0,0,0.0311111111111111,0
20,"contam","alt",14,"ols",0.2,0.16,0.0488888888888889,10
20,"contam","alt",14,"modt",0.111111111111111,0.16,0.0511111111111111,9
20,"contam","alt",14,"hc3",0,0.02,0.0377777777777778,1
20,"contam","alt",14,"modhc3",0,0.02,0.0333333333333333,1
20,"contam","alt",15,"ols",0,0.08,0.0422222222222222,4
20,"contam","alt",15,"modt",0,0.02,0.0444444444444444,1
20,"contam","alt",15,"hc3",0,0.06,0.0311111111111111,3
20,"contam","alt",15,"modhc3",0,0.04,0.0222222222222222,2
40,"contam","alt",1,"ols",0.111111111111111,0.32,0.0422222222222222,18
40,"contam","alt",1,"modt",0.105263157894737,0.34,0.04,19
40,"contam","alt",1,"hc3",0,0.26,0.0377777777777778,13
40,"contam","alt",1,"modhc3",0,0.26,0.0333333333333333,13
40,"contam","alt",2,"ols",0.0909090909090909,0.4,0.0444444444444444,22
40,"contam","alt",2,"modt",0.0526315789473684,0.36,0.0488888888888889,19
40,"contam","alt",2,"hc3",0.05,0.38,0.0355555555555556,20
40,"contam","alt",2,"modhc3",0,0.38,0.0333333333333333,19
40,"contam","alt",3,"ols",0,0.46,0.04,23
40,"contam","alt",3,"modt",0,0.5,0.0422222222222222,25
40,"contam","alt",3,"hc3",0,0.56,0.0311111111111111,28
40,"contam","alt",3,"modhc3",0,0.58,0.0333333333333333,29
40,"contam","alt",4,"ols",0.0416666666666667,0.46,0.0333333333333333,24
40,"contam","alt",4,"modt",0.0434782608695652,0.44,0.0355555555555556,23
40,"contam","alt",4,"hc3",0.0416666666666667,0.46,0.0288888888888889,24
40,"contam","alt",4,"modhc3",0.0416666666666667,0.46,0.0288888888888889,24
40,"contam","alt",5,"ols",0.037037037037037,0.52,0.0355555555555556,27
40,"contam","alt",5,"modt",0.037037037037037,0.52,0.0377777777777778,27
40,"contam","alt",5,"hc3",0,0.5,0.0311111111111111,25
40,"contam","alt",5,"modhc3",0,0.5,0.0333333333333333,25
40,"contam","alt",6,"ols",0,0.52,0.06,26
40,"contam","alt",6,"modt",0,0.52,0.0555555555555556,26
40,"contam","alt",6,"hc3",0,0.58,0.0466666666666667,29
40,"contam","alt",6,"modhc3",0,0.54,0.04,27
40,"contam","alt",7,"ols",0.0909090909090909,0.2,0.0355555555555556,11
40,"contam","alt",7,"modt",0.0833333333333333,0.22,0.0355555555555556,12
40,"contam","alt",7,"hc3",0.0666666666666667,0.28,0.0244444444444444,15
40,"contam","alt",7,"modhc3",0.0588235294117647,0.32,0.0266666666666667,17
40,"contam","alt",8,"ols",0.142857142857143,0.36,0.0666666666666667,21
40,"contam","alt",8,"modt",0.15,0.34,0.0711111111111111,20
40,"contam","alt",8,"hc3",0.111111111111111,0.32,0.0577777777777778,18
40,"contam","alt",8,"modhc3",0.105263157894737,0.34,0.0577777777777778,19
40,"contam","alt",9,"ols",0,0.38,0.0488888888888889,19
40,"contam","alt",9,"modt",0.0476190476190476,0.4,0.0444444444444444,21
40,"contam","alt",9,"hc3",0.0416666666666667,0.46,0.0266666666666667,24
40,"contam","alt",9,"modhc3",0.0416666666666667,0.46,0.0266666666666667,24
40,"contam","alt",10,"ols",0,0.5,0.0488888888888889,25
40,"contam","alt",10,"modt",0,0.5,0.0466666666666667,25
40,"contam","alt",10,"hc3",0,0.52,0.0377777777777778,26
40,"contam","alt",10,"modhc3",0,0.54,0.04,27
40,"contam","alt",11,"ols",0.032258064516129,0.6,0.0355555555555556,31
40,"contam","alt",11,"modt",0,0.6,0.0288888888888889,30
40,"contam","alt",11,"hc3",0.0294117647058824,0.66,0.0333333333333333,34
40,"contam","alt",11,"modhc3",0,0.66,0.0333333333333333,33
40,"contam","alt",12,"ols",0,0.44,0.0422222222222222,22
40,"contam","alt",12,"modt",0.04,0.48,0.0466666666666667,25
40,"contam","alt",12,"hc3",0,0.48,0.0266666666666667,24
40,"contam","alt",12,"modhc3",0,0.48,0.0266666666666667,24
40,"contam","alt",13,"ols",0,0.22,0.0377777777777778,11
40,"contam","alt",13,"modt",0,0.22,0.0333333333333333,11
40,"contam","alt",13,"hc3",0,0.2,0.0311111111111111,10
40,"contam","alt",13,"modhc3",0,0.2,0.0333333333333333,10
40,"contam","alt",14,"ols",0.0384615384615385,0.5,0.04,26
40,"contam","alt",14,"modt",0.04,0.48,0.04,25
40,"contam","alt",14,"hc3",0,0.44,0.0355555555555556,22
40,"contam","alt",14,"modhc3",0,0.44,0.0377777777777778,22
40,"contam","alt",15,"ols",0.0588235294117647,0.32,0.0533333333333333,17
40,"contam","alt",15,"modt",0.0555555555555556,0.34,0.0511111111111111,18
40,"contam","alt",15,"hc3",0.0625,0.3,0.0422222222222222,16
40,"contam","alt",15,"modhc3",0.0666666666666667,0.28,0.0422222222222222,15
100,"contam","alt",1,"ols",0.0612244897959184,0.92,0.0511111111111111,49
100,"contam","alt",1,"modt",0.0416666666666667,0.92,0.0488888888888889,48
100,"contam","alt",1,"hc3",0.0434782608695652,0.88,0.0422222222222222,46
100,"contam","alt",1,"modhc3",0.0434782608695652,0.88,0.04,46
100,"contam","alt",2,"ols",0.0816326530612245,0.9,0.0577777777777778,49
100,"contam","alt",2,"modt",0.1,0.9,0.0533333333333333,50
100,"contam","alt",2,"hc3",0.102040816326531,0.88,0.0533333333333333,49
100,"contam","alt",2,"modhc3",0.0833333333333333,0.88,0.0555555555555556,48
100,"contam","alt",3,"ols",0,0.94,0.0355555555555556,47
100,"contam","alt",3,"modt",0.0208333333333333,0.94,0.0355555555555556,48
100,"contam","alt",3,"hc3",0.0212765957446809,0.92,0.0377777777777778,47
100,"contam","alt",3,"modhc3",0.0208333333333333,0.94,0.0355555555555556,48
100,"contam","alt",4,"ols",0.0425531914893617,0.9,0.0511111111111111,47
100,"contam","alt",4,"modt",0.0434782608695652,0.88,0.0466666666666667,46
100,"contam","alt",4,"hc3",0.0232558139534884,0.84,0.0422222222222222,43
100,"contam","alt",4,"modhc3",0.0232558139534884,0.84,0.0466666666666667,43
100,"contam","alt",5,"ols",0.0961538461538462,0.94,0.0333333333333333,52
100,"contam","alt",5,"modt",0.0784313725490196,0.94,0.0333333333333333,51
100,"contam","alt",5,"hc3",0.0217391304347826,0.9,0.0311111111111111,46
100,"contam","alt",5,"modhc3",0.0217391304347826,0.9,0.0333333333333333,46
100,"contam","alt",6,"ols",0,0.88,0.02,44
100,"contam","alt",6,"modt",0,0.88,0.0222222222222222,44
100,"contam","alt",6,"hc3",0,0.8,0.0177777777777778,40
100,"contam","alt",6,"modhc3",0,0.84,0.0177777777777778,42
100,"contam","alt",7,"ols",0.0392156862745098,0.98,0.0377777777777778,51
100,"contam","alt",7,"modt",0.0392156862745098,0.98,0.0355555555555556,51
100,"contam","alt",7,"hc3",0.0208333333333333,0.94,0.0355555555555556,48
100,"contam","alt",7,"modhc3",0.0208333333333333,0.94,0.0377777777777778,48
100,"contam","alt",8,"ols",0.06,0.94,0.0466666666666667,50
100,"contam","alt",8,"modt",0.06,0.94,0.0488888888888889,50
100,"contam","alt",8,"hc3",0.06,0.94,0.0377777777777778,50
100,"contam","alt",8,"modhc3",0.06,0.94,0.0377777777777778,50
100,"contam","alt",9,"ols",0.0425531914893617,0.9,0.0577777777777778,47
100,"contam","alt",9,"modt",0.0217391304347826,0.9,0.0533333333333333,46
100,"contam","alt",9,"hc3",0.0212765957446809,0.92,0.0533333333333333,47
100,"contam","alt",9,"modhc3",0.0212765957446809,0.92,0.0555555555555556,47
100,"contam","alt",10,"ols",0.0222222222222222,0.88,0.0422222222222222,45
100,"contam","alt",10,"modt",0.0217391304347826,0.9,0.0422222222222222,46
100,"contam","alt",10,"hc3",0.0454545454545455,0.84,0.0311111111111111,44
100,"contam","alt",10,"modhc3",0.0454545454545455,0.84,0.0333333333333333,44
100,"contam","alt",11,"ols",0.0416666666666667,0.92,0.0488888888888889,48
100,"contam","alt",11,"modt",0.0416666666666667,0.92,0.0466666666666667,48
100,"contam","alt",11,"hc3",0.0754716981132075,0.98,0.04,53
100,"contam","alt",11,"modhc3",0.0754716981132075,0.98,0.04,53
100,"contam","alt",12,"ols",0.0425531914893617,0.9,0.0488888888888889,47
100,"contam","alt",12,"modt",0.0425531914893617,0.9,0.0488888888888889,47
100,"contam","alt",12,"hc3",0.0212765957446809,0.92,0.0577777777777778,47
100,"contam","alt",12,"modhc3",0.0212765957446809,0.92,0.0555555555555556,47
100,"contam","alt",13,"ols",0.0238095238095238,0.82,0.0422222222222222,42
100,"contam","alt",13,"modt",0.0232558139534884,0.84,0.0444444444444444,43
100,"contam","alt",13,"hc3",0.024390243902439,0.8,0.0288888888888889,41
100,"contam","alt",13,"modhc3",0.024390243902439,0.8,0.0266666666666667,41
100,"contam","alt",14,"ols",0.0697674418604651,0.8,0.06,43
100,"contam","alt",14,"modt",0.0652173913043478,0.86,0.0622222222222222,46
100,"contam","alt",14,"hc3",0.0851063829787234,0.86,0.0577777777777778,47
100,"contam","alt",14,"modhc3",0.0851063829787234,0.86,0.0577777777777778,47
100,"contam","alt",15,"ols",0.0204081632653061,0.96,0.0533333333333333,49
100,"contam","alt",15,"modt",0.0204081632653061,0.96,0.0555555555555556,49
100,"contam","alt",15,"hc3",0.0204081632653061,0.96,0.0444444444444444,49
100,"contam","alt",15,"modhc3",0.0208333333333333,0.94,0.0466666666666667,48
10,"skew","alt",1,"ols",0,0,0.0444444444444444,0
10,"skew","alt",1,"modt",0,0,0.0533333333333333,0
10,"skew","alt",1,"hc3",0,0,0.0155555555555556,0
10,"skew","alt",1,"modhc3",0,0,0.0222222222222222,0
10,"skew","alt",2,"ols",0,0,0.0622222222222222,0
10,"skew","alt",2,"modt",0,0,0.06,0
10,"skew","alt",2,"hc3",0,0,0.0577777777777778,0
10,"skew","alt",2,"modhc3",0,0,0.0355555555555556,0
10,"skew","alt",3,"ols",0,0,0.0377777777777778,0
10,"skew","alt",3,"modt",0,0,0.0511111111111111,0
10,"skew","alt",3,"hc3",0,0,0.0266666666666667,0
10,"skew","alt",3,"modhc3",0,0,0.0222222222222222,0
10,"skew","alt",4,"ols",0,0.04,0.04,2
10,"skew","alt",4,"modt",0,0,0.0422222222222222,0
10,"skew","alt",4,"hc3",0,0.04,0.0222222222222222,2
10,"skew","alt",4,"modhc3",0,0,0.0244444444444444,0
10,"skew","alt",5,"ols",0,0,0.0511111111111111,0
10,"skew","alt",5,"modt",0,0,0.0466666666666667,0
10,"skew","alt",5,"hc3",0,0,0.0266666666666667,0
10,"skew","alt",5,"modhc3",0,0,0.0266666666666667,0
10,"skew","alt",6,"ols",0,0,0.04,0
10,"skew","alt",6,"modt",0,0,0.0422222222222222,0
10,"skew","alt",6,"hc3",0,0,0.0355555555555556,0
10,"skew","alt",6,"modhc3",0,0,0.0422222222222222,0
10,"skew","alt",7,"ols",0,0,0.0466666666666667,0
10,"skew","alt",7,"modt",0,0,0.0422222222222222,0
10,"skew","alt",7,"hc3",0,0,0.0311111111111111,0
10,"skew","alt",7,"modhc3",0,0,0.0244444444444444,0
10,"skew","alt",8,"ols",0,0,0.0488888888888889,0
10,"skew","alt",8,"modt",0,0,0.0444444444444444,0
10,"skew","alt",8,"hc3",0,0,0.0333333333333333,0
10,"skew","alt",8,"modhc3",0,0,0.0311111111111111,0
10,"skew","alt",9,"ols",0,0,0.0488888888888889,0
10,"skew","alt",9,"modt",0,0,0.0533333333333333,0
10,"skew","alt",9,"hc3",1,0,0.0533333333333333,1
10,"skew","alt",9,"modhc3",1,0,0.0622222222222222,1
10,"skew","alt",10,"ols",0,0,0.0466666666666667,0
10,"skew","alt",10,"modt",0,0,0.0533333333333333,0
10,"skew","alt",10,"hc3",0,0,0.04,0
10,"skew","alt",10,"modhc3",0,0,0.0377777777777778,0
10,"skew","alt",11,"ols",0,0,0.0511111111111111,0
10,"skew","alt",11,"modt",0,0,0.04,0
10,"skew","alt",11,"hc3",0,0,0.0288888888888889,0
10,"skew","alt",11,"modhc3",0,0,0.0244444444444444,0
10,"skew","alt",12,"ols",0,0,0.04,0
10,"skew","alt",12,"modt",0,0,0.0511111111111111,0
10,"skew","alt",12,"hc3",0,0,0.0266666666666667,0
10,"skew","alt",12,"modhc3",0,0,0.0333333333333333,0
10,"skew","alt",13,"ols",0,0.02,0.0644444444444444,1
10,"skew","alt",13,"modt",0,0,0.0577777777777778,0
10,"skew","alt",13,"hc3",0,0,0.0222222222222222,0
10,"skew","alt",13,"modhc3",0,0,0.0311111111111111,0
10,"skew","alt",14,"ols",0,0,0.0377777777777778,0
10,"skew","alt",14,"modt",0,0,0.0355555555555556,0
10,"skew","alt",14,"hc3",0,0,0.0244444444444444,0
10,"skew","alt",14,"modhc3",0,0,0.0177777777777778,0
10,"skew","alt",15,"ols",0,0.02,0.0622222222222222,1
10,"skew","alt",15,"modt",0,0.02,0.0577777777777778,1
10,"skew","alt",15,"hc3",0,0,0.0422222222222222,0
10,"skew","alt",15,"modhc3",0,0.04,0.0355555555555556,2
20,"skew","alt",1,"ols",0,0,0.0555555555555556,0
20,"skew","alt",1,"modt",0,0.02,0.0555555555555556,1
20,"skew","alt",1,"hc3",0,0,0.0466666666666667,0
20,"skew","alt",1,"modhc3",0,0.04,0.0533333333333333,2
20,"skew","alt",2,"ols",0,0,0.0422222222222222,0
20,"skew","alt",2,"modt",0,0,0.0444444444444444,0
20,"skew","alt",2,"hc3",0.25,0.06,0.0266666666666667,4
20,"skew","alt",2,"modhc3",0,0.04,0.0333333333333333,2
20,"skew","alt",3,"ols",0,0,0.0422222222222222,0
20,"skew","alt",3,"modt",0,0,0.0355555555555556,0
20,"skew","alt",3,"hc3",0,0,0.0333333333333333,0
20,"skew","alt",3,"modhc3",0,0,0.0377777777777778,0
20,"skew","alt",4,"ols",0,0,0.0488888888888889,0
20,"skew","alt",4,"modt",0,0,0.04,0
20,"skew","alt",4,"hc3",0,0.02,0.0488888888888889,1
20,"skew","alt",4,"modhc3",0,0.02,0.0511111111111111,1
20,"skew","alt",5,"ols",0,0.08,0.0466666666666667,4
20,"skew","alt",5,"modt",0,0.1,0.0488888888888889,5
20,"skew","alt",5,"hc3",0,0.08,0.0266666666666667,4
20,"skew","alt",5,"modhc3",0,0.06,0.0311111111111111,3
20,"skew","alt",6,"ols",0,0.02,0.0355555555555556,1
20,"skew","alt",6,"modt",0,0.02,0.0333333333333333,1
20,"skew","alt",6,"hc3",0,0,0.0288888888888889,0
20,"skew","alt",6,"modhc3",0,0.04,0.0311111111111111,2
20,"skew","alt",7,"ols",0,0.08,0.0355555555555556,4
20,"skew","alt",7,"modt",0,0.1,0.04,5
20,"skew","alt",7,"hc3",0,0.08,0.0422222222222222,4
20,"skew","alt",7,"modhc3",0,0.08,0.04,4
20,"skew","alt",8,"ols",0,0,0.0444444444444444,0
20,"skew","alt",8,"modt",0,0.02,0.0355555555555556,1
20,"skew","alt",8,"hc3",0,0,0.0422222222222222,0
20,"skew","alt",8,"modhc3",0,0.02,0.0333333333333333,1
20,"skew","alt",9,"ols",0,0.02,0.0511111111111111,1
20,"skew","alt",9,"modt",0,0,0.0511111111111111,0
20,"skew","alt",9,"hc3",0,0.02,0.04,1
20,"skew","alt",9,"modhc3",0,0,0.0355555555555556,0
20,"skew","alt",10,"ols",0,0.02,0.0333333333333333,1
20,"skew","alt",10,"modt",0,0,0.0355555555555556,0
20,"skew","alt",10,"hc3",0,0.04,0.0333333333333333,2
20,"skew","alt",10,"modhc3",0,0.04,0.0355555555555556,2
20,"skew","alt",11,"ols",0,0.06,0.0622222222222222,3
20,"skew","alt",11,"modt",0,0.06,0.0666666666666667,3
20,"skew","alt",11,"hc3",0,0.04,0.0422222222222222,2
20,"skew","alt",11,"modhc3",0,0.02,0.0466666666666667,1
20,"skew","alt",12,"ols",0,0,0.0444444444444444,0
20,"skew","alt",12,"modt",0,0,0.0488888888888889,0
20,"skew","alt",12,"hc3",0,0,0.0333333333333333,0
20,"skew","alt",12,"modhc3",0,0,0.0222222222222222,0
20,"skew","alt",13,"ols",0,0.04,0.0444444444444444,2
20,"skew","alt",13,"modt",0.166666666666667,0.1,0.0488888888888889,6
20,"skew","alt",13,"hc3",0,0,0.0244444444444444,0
20,"skew","alt",13,"modhc3",0,0,0.0333333333333333,0
20,"skew","alt",14,"ols",0,0,0.0377777777777778,0
20,"skew","alt",14,"modt",0,0.1,0.04,5
20,"skew","alt",14,"hc3",0,0,0.0377777777777778,0
20,"skew","alt",14,"modhc3",0,0,0.0377777777777778,0
20,"skew","alt",15,"ols",0,0.04,0.0377777777777778,2
20,"skew","alt",15,"modt",0,0.04,0.0266666666666667,2
20,"skew","alt",15,"hc3",0,0.02,0.0288888888888889,1
20,"skew","alt",15,"modhc3",0,0.02,0.0288888888888889,1
40,"skew","alt",1,"ols",0,0.26,0.0355555555555556,13
40,"skew","alt",1,"modt",0,0.2,0.0333333333333333,10
40,"skew","alt",1,"hc3",0,0.16,0.0244444444444444,8
