"n","c_depth","disp","rep","method","n_taxa","n_fail","fdr","tpr","rej_null","rej_prev_only","rej_abund_only","rej_both"
100,2,"nb",1,"abund_ztnb_t",295,5,0,0.175,0.0889830508474576,0.105263157894737,0.52,0.4
100,2,"nb",1,"abund_ztnb",296,4,0,0.125,0.0843881856540084,0.105263157894737,0.52,0.333333333333333
100,2,"nb",1,"abund_lm_depth",296,4,0,0.05,0.0548523206751055,0.0526315789473684,0.44,0.133333333333333
100,2,"nb",1,"abund_lm",296,4,0.2,0.3,0.130801687763713,0.105263157894737,0.6,0.4
100,2,"nb",1,"occ_depth",300,0,0.2,0.228571428571429,0.0875,0.578947368421053,0.08,0.625
100,2,"nb",1,"occ_full",300,0,0.125,0.2,0.0958333333333333,0.631578947368421,0.12,0.5625
100,2,"nb",1,"occ_lmd",300,0,0.111111111111111,0.228571428571429,0.1,0.684210526315789,0.08,0.625
100,2,"nb",1,"occ_lmd_lN",300,0,0.25,0.0857142857142857,0.025,0.421052631578947,0.12,0.4375
100,2,"nb",1,"occ_ztnb",296,4,0,0.0588235294117647,0.0717299578059072,0.526315789473684,0.04,0.333333333333333
100,2,"nb",1,"occ_ztnb_lN",296,4,0,0.0294117647058824,0.0421940928270042,0.421052631578947,0.04,0.333333333333333
100,2,"nb",1,"zip",298,2,0.166666666666667,0.147058823529412,0.0836820083682008,0.578947368421053,0.04,0.333333333333333
100,2,"nb",1,"zinb",293,7,0,0,0.0170212765957447,0.315789473684211,0.04,0.142857142857143
20,4,"nb",1,"naive",257,0,0,0,0.0333333333333333,0.25,0.0526315789473684,0.166666666666667
20,4,"nb",1,"depthcov",257,0,0,0,0.0142857142857143,0,0.0526315789473684,0
20,4,"nb",1,"er_lm",257,0,0,0,0.0571428571428571,0.0625,0.157894736842105,0
20,4,"nb",1,"abund_ztnb_t",206,51,0,0,0.100591715976331,0.0909090909090909,0.25,0.2
20,4,"nb",1,"abund_ztnb",206,51,0,0,0.124260355029586,0.0909090909090909,0.3125,0.2
20,4,"nb",1,"abund_lm_depth",206,51,0,0,0.0532544378698225,0.0909090909090909,0.0625,0.1
20,4,"nb",1,"abund_lm",206,51,0,0,0.0828402366863905,0.181818181818182,0.1875,0.1
20,4,"nb",1,"occ_depth",257,0,0,0,0.0571428571428571,0.3125,0.105263157894737,0.25
